사업장명,좌표정보(X),좌표정보(Y)
강동해물찜 해천탕,212180.7903,447785.9668
신의주찹쌀순대,215384.8443,450156.4116
카페 메종드한,211393.5869,447125.7549
찌돌이와 떡순이네,211613.4091,447877.0366
효성어묵,212871.0322,449604.1347
옛날손만두,212414.1225,447817.5561
고모네식당,211995.3078,447900.0635
전주명가콩나물국밥,210970.7571,448713.3167
금보석,211336.2884,447080.2152
진국밥,215177.804,449643.0195
투다리,210996.5647,448229.9156
더식당,211197.2581,448508.2131
바른맥주 명일점,212572.4181,449985.7868
족보명가,215043.1448,449799.2668
블루베리,211905.5953,447454.7479
굿맘할매순대국(길동역점),212409.7401,448471.1542
스시우,211135.372,449827.0809
요다래,210965.0568,447281.0724
콩심굽은다리역점,212467.4341,449047.6815
백년황소,210931.4297,448060.2431
본도시락 천호점,211506.2861,448387.5186
복둥이,212846.6713,448482.4086
부자 메밀막국수,211259.6405,449885.3782
장영준 장어사랑,210680.4956,448901.7112
서초면옥 천호점,211099.2688,449323.9683
쿠시모루,211516.671,448115.4878
젠틀맨보쌈 길동점,212566.9792,448350.8999
더(The) 맛있는 족발보쌈(명일점),212608.1417,449916.8761
커피스미스 강동첨단단지점,215407.8639,449741.6748
이모네포차,211595.0853,447930.2638
다이너스티 웨딩뷔페,211761.1789,448086.9172
하림멕시칸,211630.1574,447839.4513
황제짬뽕,211378.804,446959.9376
통골뱅이포차,212362.1702,448328.9305
강동회센타,211292.8766,449671.5078
맘스터치 명일점,212845.8768,449772.4771
이태리하우스,212679.4525,448883.3677
아이케이푸드,211221.2113,448587.8076
지오펍,211647.8749,447208.3194
암사초밥,211399.5137,450005.9239
강동풍천장어,212684.8438,449490.354
아키노유키2,211109.8523,448532.8573
까마귀포차,211218.9573,448493.1453
깡통포차,211480.1499,448906.3144
고기가,211681.9722,447150.0878
야믄손 밥상,211639.7577,449940.2815
부부식당,211879.5944,447404.9817
숯불직화꼬치바베큐,212712.0195,449170.728
천객가,215407.8639,449741.6748
하루에,212172.8285,448321.3302
아우네쭈꾸미,211815.1839,449456.042
박지윤 양푼김치찌개,211067.8499,448212.9341
감동집,211765.3078,448884.5291
조선돈까스,212488.5474,448071.8635
불닭발 동대문 엽기떡볶이 암사점,211762.0117,450307.4098
성화 별난집,210735.8048,448680.815
천호동족발,211590.2795,449176.5197
만돌다방,212997.359,448389.5241
하시라도,210719.3909,447453.9735
CGV천호,212501.3691,449282.3104
훅(HOOK),211416.5346,449635.8191
영심이 돼지불백,210698.1876,447325.3328
오늘은여기,212126.0229,448551.8583
옥이네,211360.417,448919.3966
세계사,212013.2931,448152.4416
(주)월드스포츠가인볼링센타,212050.2017,448472.715
순남시래기 길동역점,212331.7312,448302.3226
스테이지28웁시데이지,212906.7502,451468.5874
스테이지28웁시데이지,212905.8682,451491.0078
더 돈까스,212501.3691,449282.3104
다채원,212501.3691,449282.3104
강동반상,215407.8639,449741.6748
참치학교(강동점),212231.9165,448045.8007
오늘도 건어물,211388.6591,447765.9439
진성정육식당,211449.4234,449992.435
노리파크,211095.89,449802.1477
해물중독,212618.6458,448983.9484
100년의꿈 Jeju 해물탕,212943.9123,448172.5348
웃고살족,212357.7569,449321.746
60계 암사롯데캐슬점,212334.9585,450346.7907
참사랑해(海),212413.2033,448582.135
한왕스1980,211082.715,449445.4785
시연,215197.4346,449630.1593
현숙코다리,212172.8285,448321.3302
셰프떡볶이,210766.0692,448641.6276
아뜨랑,212936.9554,449707.123
남도진순대국,212488.5474,448071.8635
예촌호프,211955.5251,447962.5986
일이공,210822.0616,447886.6858
상일푸드,215016.4549,449355.7292
사람이좋다,212759.5818,449077.5043
폴바셋 상일동점,215407.2116,450039.1399
돈키포차,211792.9494,446975.4894
치킨매니아 고덕점,213648.3028,450965.6366
신참떡볶이,213672.6598,450127.0381
스테이지28,212913.0073,451515.257
돈돼지,214863.4558,450706.5878
김밥천국(길동점),212677.1253,448657.0076
마혼참치,210935.0386,448663.4805
옛날포차,212368.6984,448351.2912
캐서린다이너(Kathryn Diner),213558.2135,449599.4744
경성순대국,211365.8566,449176.1334
돈쥬앙호프,210754.2745,448630.0017
두끼 천호로데오점,211096.1286,448552.6538
형월(馨月),215165.4061,449842.9265
은하철도990,211047.9534,448684.2342
고향의 맛,212038.9188,449310.0158
88캔터키치킨,211592.7984,447420.3011
미스터보쌈 스텐딩스테이크 성내점,210877.4728,447775.2134
자성화맛집코다리네 명일점,212614.8055,450027.8909
한가득드림,210970.7571,448713.3167
박대감황금돈가,211024.1542,447217.2154
담뿍,211657.416,449378.1617
따뜻한밥상,212070.3786,447845.7702
다림원,212413.2033,448582.135
낭만횟집,212513.6095,449358.9355
암사수산,211324.9247,449788.6786
우연,212117.3823,448524.53
미나리깡,211810.8969,449360.7626
육대장 명일점,213628.3544,450199.901
청학동,212936.5735,448847.428
솔리Solely,211251.5386,448624.9436
야화,212569.292,449944.0177
우리동네 연탄구이,210918.8212,448868.161
밥집,211864.3875,449651.6271
순창 버들골 추어탕,210626.5863,447414.9138
진달래 양꼬치,211513.7078,448472.6068
호호치킨호프,214863.4558,450706.5878
서가원김밥,212880.4683,447998.4562
강동 정육식당,211226.0122,447966.4713
왕십리곱창,215117.9073,449739.3817
청년다방,211159.429,447276.5087
홍코너,211324.9247,449788.6786
야미가,212057.9967,449087.1838
수지네 식당,211989.6385,447560.6633
시골밥상,212967.1985,448814.9721
다미 多味,212812.9581,449385.8225
벌스커피,210903.1329,447674.3484
신가네분식,211449.2385,447170.6802
닛시 원두볶는집,211067.7119,447223.9352
전통 춘천닭갈비,211411.2015,450198.4655
혼술연가,212068.5306,448392.3934
쭌이네,210871.2937,448421.0925
동경규동 명일점,212903.8506,449775.4369
카페1046,212861.2451,448546.1092
바다양푼이 동태탕,215201.1016,449646.587
sono1355소노1355,211912.2827,447248.1261
토마토피자,211622.9884,447705.5495
와플대학 천호로데오캠퍼스,211228.5606,448578.0326
명태가,212672.1592,449388.4255
갱여사네 홍떡,211582.3206,447713.9643
빙삼,211382.45,449708.0205
불닭발땡초 동대문엽기떡볶이 강동구청점,210677.3721,447641.132
무모한초밥 천호점,211023.9315,449231.807
섭이네골목집,212579.3999,447917.4064
먹고 먹고 먹고,215088.7418,449779.6664
신탕국물떡볶이 강동미사점,215661.2226,451725.9416
1958,212840.107,448330.3127
파우치커피 올림픽파크점,211097.8556,447104.4132
드림호프,210822.4651,448862.8875
길동김밥,212267.2455,448435.7851
유후,211865.6319,448134.3439
카페 다른,212341.0708,449894.2
돈파티,212624.8914,448937.8114
카페 그라운드,211178.166,449607.1254
공릉동 닭한마리,210887.2,447391.9245
대가돈가츠,211248.6079,448619.7847
동대문엽기떡볶이 올림픽성내점,211766.0556,446907.632
고가네쭈꾸미,215081.0965,449830.621
명성깔끄미순대국,212603.5046,448500.7511
스시진,210825.1773,448573.815
60계치킨 암사선사점,211141.8003,449846.7568
암사골목냉면,211120.4326,449653.3419
철뚝집(성내점),211213.8365,448053.7344
최대패 강동구청점,210866.1846,447611.3809
그래도참치 길동점,212700.0037,448959.8004
인조이 더 주스,211810.8873,447150.8519
서울본가순대,212414.9939,449365.0249
진도댁 멸치국수,212828.8174,448705.9673
그린호프,211983.5958,449626.7405
돈카와치,211307.4479,447792.4608
바우네 나주곰탕 명일역점,212865.3281,449817.0872
모비딕,212299.0119,448285.7086
굽네치킨 둔촌2동점,212932.6818,448122.8316
유정상 스시,211745.0181,446699.1961
연,212255.2128,448125.6577
투다리 삼성점,211211.3108,447658.5166
신사골 감자탕 천호점,211853.6592,449388.4658
지코바 성내1호점,211616.1334,447245.286
소담,212051.1516,450314.2735
호호함박,215202.3794,449528.4245
알렉스 키친,211769.2321,446732.6402
자성화맛집코다리네,212425.186,448627.8542
암사구르메,211424.1397,450134.4481
송화의카페,215184.8112,449628.0982
타짜,210732.6097,447594.7578
삼성명가식당,212628.705,449999.786
MD치킨,211449.2385,447170.6802
금봉왕갈비찜닭,210914.115,447600.3771
인센스,213639.0448,449652.1146
리끼다,211322.229,448184.7372
불탄연탄화덕구이,211686.2577,449233.3947
와플대학 강동구청캠퍼스,210641.1752,447579.1669
도야족발 길동점,212442.4893,448790.6214
부타,211065.7644,448490.4692
써니(Sunny),211080.4127,448490.4099
명륜진사갈비(성내점),210731.9589,447829.6352
날아라 닭도리탕,211110.3083,449744.9559
국내산돼지고기 찌개방,211666.9187,448942.73
피자엠 암사역점,211392.7914,449646.5188
억조두마리치킨 마초떡볶이,211972.9758,449617.3544
우지커피 강동성심병원점,211901.2456,448311.1957
하루참치,211228.338,449705.7456
프롬투커피 From to Coffee,212765.3845,449098.9822
크라운호프 길동사거리점,212111.3368,448059.842
육대쌈(암사점),212022.3435,450247.1101
키즈앤토이,211498.3022,448901.1819
자담치킨 서울암사점,211536.0156,449892.2849
도니네 족발보쌈,211646.7934,448918.1618
해중천반점,211032.9951,448217.1768
키노시타,210977.3363,448183.4576
강동호치민,211712.4293,448270.9577
족보,211705.0745,448906.9131
WOW 신내떡,211375.816,448164.259
황가네 곱창,211896.332,449579.8482
카쿠(KAKU),211465.5067,447304.8991
스카이(SKY)스크린골프스쿨,210796.444,447563.5234
상일양푼이,210908.1175,448369.3338
소소,211423.4847,449743.7489
응급실 국물 떡볶이(고덕점),213575.2538,450974.0566
백만장자전집,211619.4115,448901.8223
오로지 김치찜,211938.7947,447379.4857
분더버거,211342.5607,448159.7304
나무수,215254,451457
코코,211546.6035,447396.2032
신의주찹쌀순대,215289.8154,451519.404
우리동네,211540.253,447716.9488
맛깔참죽강동경희대병원점,213839.3562,450118.2617
마카오미,213674.4934,450160.9367
케이에프씨 천호역점,211055.9492,448255.1937
KFC둔촌동매장,212095.2937,447535.6094
샬롬플라워카페,212766.168,449511.3927
더푸드하우스 강동경희대병원점,213839.3562,450118.2617
1등돼지숯불갈비,211292.8766,449671.5078
라무진 고덕역점,213607.0806,450119.1683
닭한마리칼국수,212921.0961,448633.774
아빠가 만든 자장면,211421.0413,447197.8979
천호누룽지통닭구이,211195.3765,448207.5601
피자마루(암사점),211571.5286,449551.7666
홍담족발,213675.7356,450933.3624
명성왕족발,211303.2456,449821.2726
가장맛있는족발,212102.5418,448338.9981
백채 암사역점,211260.6206,449814.2443
포장마차,211449.9171,448907.2366
원앤온리,213060.5301,448052.0055
팍스하우스,212402.4459,449042.5038
고분다리순대국,211530.4279,448899.8236
착한동행,212494.0479,447913.8595
소뚜레청담,215169.3041,449748.5666
야무진김밥,210918.9299,447799.9475
암사고바우집,211326.6283,450122.3899
배째,211408.913,449670.6668
에프이아이4호점,212213.0444,448846.2183
슈 SU,212172.8285,448321.3302
큰집보쌈,211032.9951,448217.1768
착한족발,214952.0033,451031.6607
오복이네,211331.7276,448933.5558
술집,210859.3665,448230.575
순정키친,211712.4293,448270.9577
한우전문 육회이야기 강동구청점,210744.8155,447427.035
구이구이꼬치,211904.8978,450251.9237
부엉이숲바베큐,211131.6995,450610.4882
둔내포차,211851.0819,447242.3958
Happy Together(해피 투게더),211645.0178,447234.1914
엄마식당,212473.834,447633.2865
쭈꾸미본색 강동점,212381.3611,448484.844
예술,212700.0037,448959.8004
하이랜드그릴,212119.3597,447389.8932
밥맛나는세상 강동구청점,211122.4156,447225.1188
전주희약선요리,211600.2532,450019.2895
누아르 블랑,211309.8489,449245.6047
바다 생협 길동점,211997.3743,447998.8142
골목커피,211716.0844,450098.7045
의탄리,210897.2003,448951.5297
콩두,211745.7119,447070.8891
자성화맛집코다리조림 암사점,211170.2188,449892.6563
더블유바(W-BAR),213680.9932,450050.8988
책방늘봄,211005.9854,447323.8601
와가,212424.68,448252.1506
05월 20일,211375.816,448164.259
카페 밤부스타,212036.1315,447666.3363
heerm(헤엄),212481.8132,449096.195
엄마손반찬,211908.264,449607.9592
나는 꽃. coffee,212149.4048,448470.2217
미쿡미트마켓,211079.8573,449811.2745
우이동 멸치국수,212421.551,448702.9757
보 타이(Bo Thai),210731.9589,447829.6352
문어천하,210710.6146,447438.4911
돈근이,211955.2694,448568.487
쉼카,211996.2003,448413.6296
스시모루,211712.4293,448270.9577
배달돼지 강동천호,211484.6266,447458.2207
스파식당,212304.1512,448071.6358
보꼬볶고볶음밥,213558.6189,449634.7992
마법사 꽈배기,212439.0895,449860.0224
다원,212587.0909,447950.6813
큰맘할매순대국,210736.9369,447532.3047
엄지김밥,211215.5519,447996.9998
친구야족발먹자,212869.2216,448278.0998
맘스터치 암사역점,211199.5075,449696.1764
동구밖순대국해장국,211256.0727,447678.1395
네네치킨,213598.6778,449634.9163
비어비어,212632.9304,447974.5145
카페호리,210771.4257,447578.3325
더 맛집,210797.4761,448105.7278
성내양꼬치,211240.0481,448094.6292
드 딜라이트 베이커리,211052.6385,449343.312
음양,212540.7651,448674.745
디카페아날로그,211212.4923,448649.5502
보성갈비,211821.5168,447094.1278
명품찹쌀꽈배기,212399.1421,448376.4016
재수돈 감자탕,211712.4293,448270.9577
우마이 돈가츠,210871.2937,448421.0925
따슨밥집,211599.7444,448621.3664
제주흑돼지백돼지,212263.0257,449866.3284
만분닭한마리,211066.1736,449699.3404
수유리우동집,211855.3435,448152.7256
암사돈,212011.1972,450302.952
훈남닭발 천호점,211067.8894,448359.7137
나도람키친 성내점,211180.5991,447904.2539
바이알름(bei allem),211283.7907,448033.5
고덕식당,214864.6382,450684.2106
가운소곱창,211228.338,449705.7456
천호궁갈비탕,211122.3882,448812.592
명랑시대 쌀핫도그 길동점,212296.2894,448316.9644
나와(NAWA),213628.3544,450199.901
얌샘김밥 강동역점,211532.3537,448182.5885
395 부엌,212168.8249,449271.7565
호식가,213060.5301,448052.0055
삼겹살돼지되지,212087.3293,448854.7152
떡순튀,211579.2754,448569.5929
교동전선생천호역점,211025.1423,448573.8414
충무보쌈족발,212219.4077,448310.2396
성경만두요리전문점 암사점,211760.5507,450263.7937
본도시락 명일동점,212587.4309,450002.8149
티에이치푸드,212551.0348,449547.9616
엄마손냉면,211553.6161,448907.1124
생달막국수,211513.7078,448472.6068
청춘식당,211059.4253,448590.2116
성내탭룸,211467.8059,448138.6007
트리타카페펍,212414.1225,447817.5561
맛있는 김밥천국,211588.1696,447729.1502
주양명가 돈까스,213607.0806,450119.1683
오늘의치킨,211312.4381,447061.1767
길동 골목냉면,212438.8498,448389.2377
옹골 비빔국수,212019.4455,447558.9302
샤카바,211197.2581,448508.2131
주거니 밥거니,211346.6576,449737.1625
천호닭발,211518.5154,449454.2718
남도맛집,211802.441,447030.3693
어사랑동태탕,212478.3988,447933.2841
이수사 횟집,212686.7259,449158.2743
손칼국수,210782.5954,447807.3537
도우키 스시,211592.3747,446824.911
김가네,210795.7613,447843.3597
유경생고기,211503.8051,448920.7469
고블린,210695.4895,447467.1039
영화분식,211894.5691,450118.6238
인생술집 부담없이,212118.83,449768.879
애플,211985.4935,447866.6079
고정미김밥,211304.2215,448189.0151
주양두리수제왕돈까스,211885.4539,450306.5281
귀일교자,212558.2234,448459.3
빨간마녀닭발,211238.6611,448150.5958
섹시한 떡볶이,211290.0831,449773.2884
삼순네,211177.7542,447860.2271
삼식이네 백반,211593.0296,449010.2887
스시당,212926.0899,450751.5243
바이더스 커피,211023.4275,449377.923
봄참치,212743.0717,448201.2321
쏘닭愛왕노가리,211003.458,448584.8449
만나숯불구이,215289.8154,451519.404
커피 플라스크,211454.4906,447262.1161
피자 인 카페(Pizza In Cafe),212299.5405,447755.9276
두리식당찌개마을,212486.3592,448898.6538
강일흑염소,215238.4998,449490.9956
한상래 스시,211671.5756,447945.2952
통돼지 바베큐 요리콜,211983.5958,449626.7405
정연(正延),211150.7316,449498.4163
라라포 분짜 쌀국수,211954.9447,448428.1912
1인용,212145.4686,447579.7466
이오경재(EO KYOUNGJAE),212356.0366,447903.3347
서가연,211892.2122,447180.1416
지우팅(Jiuting),211517.5212,447448.0011
큰맘할매순대국,214858.4304,450605.2932
로꼬스트릿,210970.7571,448713.3167
서울스타시티,210575.5415,448896.6287
꼬꼬C 참숯불닭갈비,211530.4279,448899.8236
이가네바지락칼국수,212012.921,448723.276
배달삼겹돼지되지 명일역점,212528.8562,449510.8292
리마이더스,212609.8501,449822.9713
탄안한관(THANH NHAN QUAN),215081.0965,449830.621
수작,212744.9531,449389.0718
채스우드 커피,210907.0924,447587.8064
카페 호리,212828.3161,450633.4246
그늘집,211892.2122,447180.1416
이심전심,211460.0166,448507.1385
뚱보식당,212806.5567,448748.2035
김펄펄,211241.1948,449506.4773
목포쭈꾸미삼겹살,211847.5849,449932.7984
선향목,211082.715,449445.4785
미성양꼬치,212511.8668,449906.6828
임가네 뒷고기,212063.5616,447874.7844
김지연 수제갈비&양푼김치찌개,212089.5983,449755.3073
한양닭한마리,211022.7721,448631.67
빡빡이 삼촌 뒷고기,211191.8049,448322.8989
커피로드463,210902.8247,447232.3855
서울의 밤,211109.2732,448231.2507
훈이네대구버섯탕/찜,211061.8129,449022.673
전주식당,210797.4761,448105.7278
본죽&비빔밥 CAFE,212643.8292,447499.6533
와줘서 고마워요,212334.9585,450346.7907
대관령 생고기,212172.8285,448321.3302
스시정,212619.3524,447939.9994
열두테이블 2호점,211229.3458,448534.2352
열두테이블,211233.4001,448541.6197
백채 강동역점,211712.4293,448270.9577
밥위에,212434.4434,447860.4674
수숯불꼬치구이,210721.0669,448664.2616
동래 파전,211871.8787,447946.5336
교촌강일점,215289,451365
고기연구소,211067.0355,448508.5525
송하정 스시,215150.1325,449840.1555
미 테이블,212172.8285,448321.3302
강남맥주(강동구청점),210744.8155,447427.035
엘리,211542.6069,447288.7152
시오미스시,212001.6798,450339.891
나인펍,210967.3396,448238.8509
담담,211900.5358,450170.9738
노다지 스넥코너,211750.8962,448202.6325
사시미,211083.503,448536.3567
우리포차,211743.5181,449463.5344
명일김치손만두,213680.8536,449491.1294
마라의신 길동점,212241.5992,448298.4594
담백,211393.8843,449854.8824
르뱅,211712.4293,448270.9577
십리향짬뽕,211838.3543,447195.6768
리얼 야구존 천호점,211122.3361,448641.3922
돌판구이 또바기,210877.285,448978.6104
해물을 찜 한날,211876.5238,449492.6156
광자커피 천호점,210892.4502,448975.7503
국수나무 강동구청점,210858.6201,447340.0871
만나반점,214822.4732,451107.7396
바른맥주 성내2호점,211685.4705,447242.468
신의주 순대와 쭈꾸미 강동역점,211712.4293,448270.9577
배달짜글 오짜글 천호길동점,211409.128,449169.8987
기절닭발,211260.203,449774.5726
둔촌한우곱창,211892.6663,447362.8726
YOLLO(욜로),212790.6974,449392.1801
BHC 길동점,212028.1491,448769.5368
효성어묵,212625.9057,448581.2797
동네치맥,214346.2,450921.1741
명가옛날치킨,212277.9688,449839.219
정천냉면갈비,211377.9933,448837.5653
닭꼬치 브라더스,211286.8674,448670.4459
지원네 포차호프,211322.229,448184.7372
길동만두집,212572.7627,449214.8337
농장사람들암사점,212080.5765,450311.9654
봉연커피,211468.5516,447031.1219
마산아구찜탕,210825.1085,447835.2483
오늘의식탁,212027.2878,448758.289
모닝 그루브,211878.0977,448049.8263
싱싱 회 마트,211344.3979,449957.566
현대가 토석음식점,210917.248,448945.8253
도깨비호프,215025.0692,450735.5327
종로곱창,210984.0193,448237.3505
큰손식당,215183.8825,449814.1483
풋젠,211467.8059,448138.6007
근초밥,210579.7648,447505.404
제주사랑,212497.3943,447623.6332
케이 라운지,212050.2017,448472.715
순덕이네 먹거리,211553.0099,449140.9946
The 짬뽕,211375.816,448164.259
스시공간,211130.3178,448564.8969
반계락,211430.6801,450163.5118
명동가츠,214948.6241,450822.6574
길위의 파스타(둔촌점),211454.7335,446993.7528
계백집 현대백화점 천호점,210931.6435,448522.0798
고미돈까스,211681.3791,449395.0335
커피홀 강동역점,211685.6945,448050.6615
청담동 양마니,210931.6435,448522.0798
리코,214889.0279,450694.3023
101번지 남산돈까스 천호점,210931.6435,448522.0798
청담반점,210931.6435,448522.0798
비와별닭갈비 현대백화점 천호점,210931.6435,448522.0798
아이핫팟 로지의 여행,210931.6435,448522.0798
본가스시 천호점,210931.6435,448522.0798
닭이존,212828.3161,450633.4246
오투여성사우나,212276.4014,448401.7779
유어위스키(YOUR WHISKY),211742.8351,446943.3949
아트소스,211947.0985,450243.3996
정아니의 불타는 여고 24시 떡볶이,212967.3269,449677.1592
타쿠미주방 천호점,210931.6435,448522.0798
고기먹자,211543.3332,448115.3038
나무수,215254,451457
파인테이블,213608.8089,449517.4655
나봄푸드,211785.3329,449472.3172
경성양꼬치,211121.7604,448532.8803
인기명,215407.8639,449741.6748
양평해장국(고덕역점),213582.0432,450060.2734
양선지 해장국,211928.9916,449556.6441
핵밥 천호점,210935.0386,448663.4805
식스 스트링스,212742.6333,448709.2646
Aux Delices 오델리스,211135.6071,448223.8895
홍이네 알곱창,211436.2082,449203.0156
피자로스터 앤 카페,212587.4309,450002.8149
1984.분식,211108.27,447909.323
본죽 고덕래미안점,213360.6354,450752.6041
돈가,212759.645,449390.0504
파니니,212748.5631,449527.2318
훈이짜장,212439.0895,449860.0224
백종원의 원조쌈밥,212540.9884,449945.9124
함흥냉면,211894.8546,449509.2168
금장한식,210782.5954,447807.3537
키친사계,211495.0734,446990.658
막창도둑,211709.8894,446953.828
치킨욜로,211411.9963,447051.8165
The 매운집,212656.6403,448972.6611
진명육반,211896.3356,448123.272
경성술집 길동점,212172.8285,448321.3302
푸드빌 J&Y,211463.2078,449643.1465
평상시,211736.1177,450152.7724
정가네 양꼬치,211228.338,449705.7456
늘봄,211464.3368,448533.0303
나들담,211334.3863,449613.8061
호텔감,211302.3145,448470.0345
갓삼겹살,210967.0517,448620.5706
민후술집,211927.1304,450214.282
생활커피,212516.4728,448133.3065
백제오뎅포차 2호점,211766.0556,446907.632
릴리펏 현대백화점 천호점,210931.6435,448522.0798
스시노 백쉐프 딜리버리,212690.7715,447974.9753
알촌 올림픽공원점,211685.4705,447242.468
청수식당,212812.4367,447347.5587
신독도쭈꾸미,212355.2132,448304.189
와플대학 둔촌동역캠퍼스,211854.1069,447051.5986
페더커피,212304.1512,448071.6358
코지바(Cozy Bar),212172.8285,448321.3302
싸움의고수 강일점,215383.0341,451774.8139
향촌토종순대국,211592.7984,447420.3011
메이탄길동점,212021.7721,448081.3231
피콜로(PICCOLO),211366.6172,448153.1922
페브리에 소우루,211837.788,447127.3074
스시미찌,212462.876,448357.6835
베른(BERN),211366.6172,448153.1922
인생밥상,213048.6922,450124.1057
인생밥상,213048.6922,450124.1057
네이비,211480.6126,450096.8356
황금어장,211820.878,449831.7856
슈퍼통닭 길동점,211963.7874,448212.0129
스테이지비앤씨(STAGE B&C)2,212905.8682,451491.0078
한식당,211750.8962,448202.6325
맘스터치 둔촌역점,211807.6098,446894.68
헬로우 낙곱새(천호점),212307.2827,449176.8653
부산어묵,211822.409,447337.7602
다락방초밥집,211127.781,448235.4012
슈퍼멤버스,210777.431,447615.2876
강계,215407.8639,449741.6748
예가네 밥상,211853.6281,449660.3926
아귀야 낙지야,212633.5588,449499.3502
미정뷔페,211730.677,449308.9505
명가,212921.0961,448633.774
정화네칼국수,211630.6598,446946.7503
365 냄비와 솥뚜껑,215161.6433,449799.7239
명동찌개마을,212172.8829,448356.9303
부부곱창 성내점,211630.6598,446946.7503
카페여가,212408.4932,447839.3272
전라도식 수제맛찬,212553.3056,448180.4987
셰프의 돈까스,212421.551,448702.9757
베네티,211834.9496,448868.0999
골드족발,213582.0432,450060.2734
여수항,212554.9799,448324.6402
부라더키친 강동구점,212237.2473,449267.2767
성내만둣집,211180.5991,447904.2539
투다리 한영점,213484.1204,449651.1773
소문난집,215110.0917,449787.887
어바웃타임,210698.1876,447325.3328
유유자적,211375.816,448164.259
경성함바그 현대백화점천호점,210931.6435,448522.0798
쭈꾸미아지매,211334.3863,449613.8061
장수족발,212118.83,449768.879
(주)캘리스코 히바린 현대천호점,210931.6435,448522.0798
마카나이 천호점,210984.0193,448237.3505
철그릴 현대천호점,210931.6435,448522.0798
청년다방 강동역점,211593.9346,448339.4191
도쿄블루스,211706.6964,449389.4522
렛츠팟 천호점,211154.188,448580.8895
권사부순대국,214983.6382,450979.5377
현우네3호점,215146.8541,449622.2931
Briller(브리에),211479.4697,447060.5378
카페 그린위치,213556.7399,449558.8842
제프리 스시,212641.8884,449169.2977
스시앤(&),211712.4293,448270.9577
후암동 숯불닭갈비,211760.9273,448367.6704
동찬이네 암소전문점,211693.9717,447986.4419
틸리,211018.0013,448081.7533
로꼬타코(천호역점),210970.7571,448713.3167
깨순이칼국수,211778.067,447353.4899
명치킨,212786.4007,448766.4745
착한깡통,212949.8431,448741.3041
Menya Kanjiru(멘야칸지루),215289.8154,451519.404
신참떡볶이,215346.5392,451478.4105
엑스엑스스몰,211186.7497,447490.2009
진칼국수,213290.2102,449408.3045
하이쿡,213678.2845,449432.8814
스시바이정,211820.9902,449465.2308
피자컴퍼니,210735.8213,447794.1373
풍국면 천호점(이마트),211025.925,448495.1892
최고네,212236.9476,447368.0893
길소뜸 곱창,212442.7846,448493.5238
라그릴리아 천호점,210931.6435,448522.0798
엄마손 바지락칼국수,213548.2666,450873.2325
칠갑산숯불갈비,211599.8852,447825.9821
행복한미식가(상차림정육식당),214761.2287,449236.4099
지코바천호1호점,211846.1067,449286.9047
강동해물탕,211191.4305,447923.708
CAFE SEEMO (카페씨모),212539.0593,449921.6333
청춘뒷고기,211679.5157,449365.4458
이모네국밥,211517.2525,448875.9436
해성원,212674.5432,448936.7554
커피상인,212984.8221,448344.5264
(THE)더맛있는과일&1L커피 천호점,211955.2694,448568.487
독도얼큰이 고덕점,214930.9794,450805.2014
키츠네,211712.4293,448270.9577
한식마당 다모아,212606.3549,449030.739
2라운드,212569.0251,450213.4568
얌냠초밥,211955.2694,448568.487
카페미니멀리,212334.9585,450346.7907
이이엘(eel),214841.8766,452758.5581
전주포차,212564.6609,447560.7716
비너스,212085.9545,447934.546
이종각 초밥,211135.6071,448223.8895
KING KONG 파스타,212357.1665,448383.3715
사랑방,211470.0512,448898.948
돈사돈,210913.1432,448848.0096
하루호프,211403.6222,450172.6378
맘스찹스테이크,214261.7285,451120.4705
찌마기,212921.0961,448633.774
한국보훈복지의료공단 중앙보훈병원 장례식장,212987.2607,447505.0117
이화식당,211297.5555,450355.7452
교촌치킨 천호1호점,211593.9346,448339.4191
나인에일즈(맥토피아),212344.3958,448342.9935
밥상연구소,212293.0629,447727.2034
도원스타일 천호점,210931.6435,448522.0798
소담촌 강동역점,211661.388,448108.985
카페일리터,212677.1491,449663.1592
애크로매틱커피 파트너스,211107.7383,447120.0098
일상별식 천호점,210931.6435,448522.0798
프라이드 프라이드,212623.8034,449939.6597
소머리국밥,211990.3494,448244.5635
불타는삼겹,212136.8693,449776.6115
담통집,212081.0199,448209.1248
키아네,212589.2718,448309.8599
감성술집,211131.9787,448462.608
한강라이브,210575.5415,448896.6287
갓포하루,210931.6435,448522.0798
시장칼국수,211240.0481,448094.6292
늘부네아구찜,211838.3543,447195.6768
무아지돈,211038.6184,449294.6596
헬로통큰삼겹,211789.1135,448898.2963
등대회집,212583.4542,450030.2613
천호명가돈까스,210904.6945,448972.5299
닷아웃코리아,210882.0904,449269.7545
(주)선 스쿨푸드 강동딜리버리점,213457.5712,449651.0395
이모네식당,212081.0199,448209.1248
오징어 참치,211532.0289,448887.6652
여기가 좋겠네,211516.3097,447257.1804
커피방,211533.2269,448104.3406
응급실 국물떡볶이 길동점,212421.2628,448363.9769
우리술집,212564.6609,447560.7716
신선설농탕 천호역점,210921.8374,448409.2657
할매순대국 암사점,212357.6306,449847.7808
바나나문,210965.0568,447281.0724
맵당 길동점,212211.7624,448705.2117
돈돼지빈대떡,211998.1321,449645.3292
영이야식,211746.1622,449360.862
오고참,211528.9423,449956.8183
연안식당,211878.0977,448049.8263
고당쫄면,211331.1583,448705.3269
